"","x","y"
"1",40.6458333333334,8.77083333333337
"2",33.6458333333334,1.02083333333337
"3",6.35416666666672,12.2291666666667
"4",30.7708333333334,25.5625000000001
"5",4.81250000000005,8.06250000000004
"6",-0.937499999999954,14.1041666666667
"7",31.9791666666667,2.4791666666667
"8",7.60416666666672,11.0208333333334
"9",39.8541666666667,-0.354166666666636
"10",0.979166666666718,11.5625
"11",30.4791666666667,-27.6041666666667
"12",31.0625000000001,1.31250000000004
"13",1.10416666666672,43.0208333333334
"14",39.5208333333334,-4.2708333333333
"15",31.8125000000001,-23.8125
"16",-9.77083333333329,7.10416666666671
"17",36.0208333333334,7.22916666666671
"18",11.3125000000001,43.6458333333334
"19",28.8958333333334,-26.3541666666667
"20",44.6458333333334,6.72916666666671
"21",16.8541666666667,-8.60416666666664
"22",13.8958333333334,-5.43749999999997
"23",2.77083333333339,9.93750000000004
"24",4.14583333333339,8.02083333333337
"25",28.8541666666667,-4.8958333333333
"26",34.3541666666667,4.85416666666671
"27",32.1875000000001,-3.3958333333333
"28",33.5625000000001,1.8541666666667
"29",30.7291666666667,-2.68749999999996
"30",29.7291666666667,-2.7708333333333
"31",-0.937499999999954,42.3958333333334
"32",37.1875000000001,-5.85416666666664
"33",35.0208333333334,1.56250000000004
"34",37.9375000000001,4.72916666666671
"35",37.3958333333334,-2.1458333333333
"36",38.1041666666667,-2.85416666666664
"37",32.5625000000001,-25.6041666666667
"38",30.2708333333334,-15.6875
"39",28.1458333333334,3.56250000000004
"40",37.6875000000001,-3.18749999999997
"41",29.1458333333334,-23.8125
"42",0.93750000000005,17.1458333333334
"43",37.4791666666667,6.93750000000004
"44",8.81250000000006,46.5625000000001
"45",11.6041666666667,46.5625000000001
"46",0.520833333333382,40.8958333333334
"47",13.1041666666667,-3.5208333333333
"48",38.8958333333334,6.81250000000004
"49",33.8125000000001,-1.68749999999996
"50",33.4375000000001,-24.1875
"51",39.1041666666667,7.85416666666671
"52",28.3125000000001,0.937500000000036
"53",42.6041666666667,9.47916666666671
"54",32.8541666666667,-1.3958333333333
"55",34.6458333333334,-15.2291666666666
"56",30.2708333333334,28.1875000000001
"57",31.1875000000001,-23.4375
"58",-0.68749999999995,13.6458333333334
"59",0.979166666666718,13.1041666666667
"60",12.7291666666667,-15.0625
"61",-5.81249999999996,35.3541666666667
"62",32.8958333333334,-17.6875
"63",29.0625000000001,-25.9791666666667
"64",29.0208333333334,-10.3125
"65",-13.4791666666666,16.3125
"66",29.2708333333334,-17.6041666666666
"67",6.89583333333339,43.7708333333334
"68",40.5208333333334,9.35416666666671
"69",33.5208333333334,1.31250000000004
"70",32.1458333333334,-2.47916666666664
"71",40.3541666666667,2.6041666666667
"72",29.7708333333334,4.68750000000004
"73",32.6041666666667,-24.1041666666667
"74",30.2291666666667,-2.93749999999997
"75",33.3541666666667,-1.60416666666664
"76",25.2291666666667,-5.2708333333333
"77",30.5208333333334,-11.7708333333333
"78",20.3541666666667,19.1875
"79",25.1458333333334,-15.9375
"80",34.9791666666667,-1.60416666666664
"81",3.31250000000005,14.2708333333334
"82",3.77083333333339,43.4791666666667
"83",26.0625000000001,-14.3541666666666
"84",36.5208333333334,-10.6875
"85",-0.520833333333286,42.9791666666667
"86",35.1458333333334,-2.85416666666664
"87",7.47916666666672,11.4375
"88",-2.68749999999995,9.89583333333338
"89",38.4375000000001,14.3125
"90",39.4791666666667,-3.85416666666664
"91",11.8958333333334,6.35416666666671
"92",9.93750000000006,7.56250000000004
